2020-02-19,2.0
2020-02-20,0.0
2020-02-21,2.0
2020-02-22,1.0
2020-02-23,3.0
2020-02-24,4.0
2020-02-25,4.0
2020-02-26,3.0
2020-02-27,7.0
2020-02-28,8.0
2020-02-29,9.0
2020-03-01,11.0
2020-03-02,12.0
2020-03-03,11.0
2020-03-04,15.0
2020-03-05,15.0
2020-03-06,17.0
2020-03-07,21.0
2020-03-08,49.0
2020-03-09,43.0
2020-03-10,54.0
2020-03-11,63.0
2020-03-12,75.0
2020-03-13,85.0
2020-03-14,97.0
2020-03-15,113.0
2020-03-16,129.0
2020-03-17,135.0
2020-03-18,147.0
2020-03-19,149.0
2020-03-20,149.0
2020-03-21,123.0
2020-03-22,129.0
2020-03-23,127.0
2020-03-24,122.0
2020-03-25,143.0
2020-03-26,157.0
2020-03-27,144.0
2020-03-28,139.0
2020-03-29,123.0
2020-03-30,117.0
2020-03-31,141.0
2020-04-01,138.0
2020-04-02,124.0
2020-04-03,134.0
2020-04-04,158.0
2020-04-05,151.0
2020-04-06,136.0
2020-04-07,133.0
2020-04-08,121.0
2020-04-09,117.0
2020-04-10,122.0
2020-04-11,125.0
2020-04-12,117.0
2020-04-13,111.0
2020-04-14,98.0
2020-04-15,94.0
2020-04-16,92.0
2020-04-17,89.0
2020-04-18,73.0
2020-04-19,87.0
2020-04-20,91.0
2020-04-21,88.0
2020-04-22,94.0
2020-04-23,90.0
2020-04-24,93.0
2020-04-25,76.0
2020-04-26,60.0
2020-04-27,96.0
2020-04-28,71.0
2020-04-29,80.0
2020-04-30,71.0
2020-05-01,63.0
2020-05-02,65.0
2020-05-03,47.0
2020-05-04,74.0
2020-05-05,63.0
2020-05-06,78.0
2020-05-07,68.0
2020-05-08,55.0
2020-05-09,48.0
2020-05-10,51.0
2020-05-11,45.0
2020-05-12,48.0
2020-05-13,50.0
2020-05-14,71.0
2020-05-15,48.0
2020-05-16,35.0
2020-05-17,51.0
2020-05-18,69.0
2020-05-19,62.0
2020-05-20,64.0
2020-05-21,66.0
2020-05-22,51.0
2020-05-23,59.0
2020-05-24,58.0
2020-05-25,34.0
2020-05-26,57.0
2020-05-27,56.0
2020-05-28,63.0
2020-05-29,50.0
2020-05-30,57.0
2020-05-31,63.0
2020-06-01,81.0
2020-06-02,64.0
2020-06-03,70.0
2020-06-04,59.0
2020-06-05,63.0
2020-06-06,75.0
2020-06-07,72.0
