2020-06-30,0.88
2020-07-01,0.88
2020-07-02,0.88
2020-07-03,0.88
2020-07-04,0.88
2020-07-05,0.88
2020-07-06,0.88
2020-07-07,0.88
2020-07-08,0.88
2020-07-09,0.88
2020-07-10,0.89
2020-07-11,0.89
2020-07-12,0.89
2020-07-13,0.89
2020-07-14,0.89
2020-07-15,0.89
2020-07-16,0.89
2020-07-17,0.89
2020-07-18,0.89
2020-07-19,0.88
2020-07-20,0.88
2020-07-21,0.88
2020-07-22,0.88
2020-07-23,0.88
2020-07-24,0.88
2020-07-25,0.88
2020-07-26,0.87
2020-07-27,0.87
2020-07-28,0.87
2020-07-29,0.87
2020-07-30,0.86
2020-07-31,0.86
2020-08-01,0.86
2020-08-02,0.86
2020-08-03,0.85
2020-08-04,0.85
2020-08-05,0.85
2020-08-06,0.85
2020-08-07,0.85
2020-08-08,0.85
2020-08-09,0.85
2020-08-10,0.84
2020-08-11,0.84
2020-08-12,0.84
2020-08-13,0.84
2020-08-14,0.84
2020-08-15,0.84
2020-08-16,0.84
2020-08-17,0.84
2020-08-18,0.84
2020-08-19,0.84
2020-08-20,0.84
2020-08-21,0.84
2020-08-22,0.84
2020-08-23,0.84
2020-08-24,0.84
2020-08-25,0.84
2020-08-26,0.84
2020-08-27,0.84
2020-08-28,0.84
2020-08-29,0.84
2020-08-30,0.84
2020-08-31,0.84
2020-09-01,0.84
2020-09-02,0.84
2020-09-03,0.84
2020-09-04,0.84
2020-09-05,0.84
2020-09-06,0.84
2020-09-07,0.84
2020-09-08,0.84
2020-09-09,0.84
2020-09-10,0.84
2020-09-11,0.84
2020-09-12,0.84
2020-09-13,0.84
2020-09-14,0.84
2020-09-15,0.84
2020-09-16,0.84
2020-09-17,0.84
2020-09-18,0.84
2020-09-19,0.84
2020-09-20,0.84
2020-09-21,0.84
2020-09-22,0.84
2020-09-23,0.84
2020-09-24,0.84
2020-09-25,0.84
2020-09-26,0.84
2020-09-27,0.84
2020-09-28,0.85
2020-09-29,0.84
2020-09-30,0.84
2020-10-01,0.84
2020-10-02,0.84
2020-10-03,0.84
2020-10-04,0.84
2020-10-05,0.84
2020-10-06,0.84
2020-10-07,0.84
2020-10-08,0.85
2020-10-09,0.85
2020-10-10,0.85
2020-10-11,0.85
2020-10-12,0.85
2020-10-13,0.85
2020-10-14,0.85
2020-10-15,0.85
2020-10-16,0.85
2020-10-17,0.85
2020-10-18,0.85
2020-10-19,0.85
2020-10-20,0.85
2020-10-21,0.85
2020-10-22,0.85
2020-10-23,0.84
2020-10-24,0.84
2020-10-25,0.84
2020-10-26,0.84
2020-10-27,0.84
2020-10-28,0.84
2020-10-29,0.84
2020-10-30,0.84
2020-10-31,0.84
2020-11-01,0.84
2020-11-02,0.84
2020-11-03,0.84
2020-11-04,0.84
2020-11-05,0.84
2020-11-06,0.84
2020-11-07,0.85
2020-11-08,0.85
2020-11-09,0.85
2020-11-10,0.85
2020-11-11,0.85
2020-11-12,0.86
2020-11-13,0.86
2020-11-14,0.86
2020-11-15,0.86
2020-11-16,0.86
2020-11-17,0.87
2020-11-18,0.87
2020-11-19,0.87
2020-11-20,0.87
2020-11-21,0.88
2020-11-22,0.88
2020-11-23,0.88
2020-11-24,0.88
2020-11-25,0.88
2020-11-26,0.89
2020-11-27,0.89
2020-11-28,0.89
2020-11-29,0.89
2020-11-30,0.89
2020-12-01,0.89
2020-12-02,0.89
2020-12-03,0.89
2020-12-04,0.89
2020-12-05,0.89
2020-12-06,0.89
2020-12-07,0.89
2020-12-08,0.89
2020-12-09,0.89
2020-12-10,0.89
2020-12-11,0.89
2020-12-12,0.89
2020-12-13,0.89
2020-12-14,0.89
2020-12-15,0.88
2020-12-16,0.88
2020-12-17,0.88
2020-12-18,0.88
