2020-03-20,3.0
2020-03-21,2.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,2.0
2020-03-25,2.0
2020-03-26,0.0
2020-03-27,2.0
2020-03-28,5.0
2020-03-29,2.0
2020-03-30,6.0
2020-03-31,6.0
2020-04-01,8.0
2020-04-02,17.0
2020-04-03,6.0
2020-04-04,12.0
2020-04-05,10.0
2020-04-06,9.0
2020-04-07,15.0
2020-04-08,14.0
2020-04-09,17.0
2020-04-10,31.0
2020-04-11,12.0
2020-04-12,12.0
2020-04-13,23.0
2020-04-14,14.0
2020-04-15,24.0
2020-04-16,20.0
2020-04-17,26.0
2020-04-18,48.0
2020-04-19,52.0
2020-04-20,45.0
2020-04-21,39.0
2020-04-22,46.0
2020-04-23,42.0
2020-04-24,62.0
2020-04-25,66.0
2020-04-26,28.0
2020-04-27,54.0
2020-04-28,72.0
2020-04-29,89.0
2020-04-30,108.0
2020-05-01,73.0
2020-05-02,76.0
2020-05-03,86.0
2020-05-04,58.0
2020-05-05,100.0
2020-05-06,89.0
2020-05-07,94.0
2020-05-08,87.0
2020-05-09,100.0
2020-05-10,75.0
2020-05-11,72.0
2020-05-12,96.0
2020-05-13,112.0
2020-05-14,98.0
2020-05-15,125.0
2020-05-16,131.0
2020-05-17,125.0
2020-05-18,141.0
2020-05-19,125.0
2020-05-20,110.0
2020-05-21,124.0
2020-05-22,96.0
2020-05-23,129.0
2020-05-24,83.0
2020-05-25,173.0
2020-05-26,159.0
2020-05-27,195.0
2020-05-28,116.0
2020-05-29,131.0
2020-05-30,141.0
2020-05-31,135.0
2020-06-01,128.0
2020-06-02,133.0
2020-06-03,127.0
2020-06-04,137.0
2020-06-05,131.0
2020-06-06,139.0
2020-06-07,164.0
2020-06-08,106.0
2020-06-09,167.0
2020-06-10,165.0
2020-06-11,185.0
2020-06-12,0.0
2020-06-13,220.0
2020-06-14,380.0
2020-06-15,172.0
2020-06-16,196.0
2020-06-17,201.0
2020-06-18,204.0
2020-06-19,199.0
2020-06-20,201.0
2020-06-21,184.0
2020-06-22,178.0
2020-06-23,181.0
2020-06-24,182.0
2020-06-25,175.0
2020-06-26,178.0
2020-06-27,196.0
2020-06-28,182.0
2020-06-29,187.0
2020-06-30,173.0
2020-07-01,183.0
2020-07-02,185.0
2020-07-03,181.0
2020-07-04,186.0
2020-07-05,177.0
2020-07-06,183.0
2020-07-07,180.0
2020-07-08,181.0
2020-07-09,181.0
2020-07-10,186.0
2020-07-11,182.0
2020-07-12,188.0
2020-07-13,184.0
2020-07-14,175.0
2020-07-15,188.0
2020-07-16,198.0
2020-07-17,184.0
2020-07-18,199.0
2020-07-19,189.0
2020-07-20,197.0
2020-07-21,195.0
