2020-03-09,36.11
2020-03-10,41.67
2020-03-11,51.85
2020-03-12,51.85
2020-03-13,78.7
2020-03-14,78.7
2020-03-15,81.48
2020-03-16,81.48
2020-03-17,81.48
2020-03-18,81.48
2020-03-19,81.48
2020-03-20,81.48
2020-03-21,81.48
2020-03-22,81.48
2020-03-23,84.26
2020-03-24,84.26
2020-03-25,84.26
2020-03-26,84.26
2020-03-27,84.26
2020-03-28,84.26
2020-03-29,84.26
2020-03-30,84.26
2020-03-31,84.26
2020-04-01,84.26
2020-04-02,84.26
2020-04-03,84.26
2020-04-04,84.26
2020-04-05,84.26
2020-04-06,84.26
2020-04-07,84.26
2020-04-08,84.26
2020-04-09,84.26
2020-04-10,84.26
2020-04-11,84.26
2020-04-12,84.26
2020-04-13,84.26
2020-04-14,84.26
2020-04-15,84.26
2020-04-16,84.26
2020-04-17,84.26
2020-04-18,89.81
2020-04-19,89.81
2020-04-20,89.81
2020-04-21,89.81
2020-04-22,89.81
2020-04-23,89.81
2020-04-24,89.81
2020-04-25,89.81
2020-04-26,89.81
2020-04-27,89.81
2020-04-28,89.81
2020-04-29,89.81
2020-04-30,89.81
2020-05-01,89.81
2020-05-02,89.81
2020-05-03,89.81
2020-05-04,89.81
2020-05-05,89.81
2020-05-06,89.81
2020-05-07,89.81
2020-05-08,89.81
2020-05-09,89.81
2020-05-10,89.81
2020-05-11,89.81
2020-05-12,89.81
2020-05-13,89.81
2020-05-14,89.81
2020-05-15,89.81
2020-05-16,89.81
2020-05-17,89.81
2020-05-18,83.33
2020-05-19,83.33
2020-05-20,83.33
2020-05-21,83.33
2020-05-22,83.33
2020-05-23,83.33
2020-05-24,83.33
2020-05-25,83.33
2020-05-26,86.11
2020-05-27,86.11
2020-05-28,86.11
2020-05-29,86.11
2020-05-30,86.11
2020-05-31,86.11
2020-06-01,71.3
2020-06-02,71.3
2020-06-03,71.3
2020-06-04,71.3
2020-06-05,71.3
2020-06-06,71.3
2020-06-07,71.3
2020-06-08,71.3
2020-06-09,71.3
2020-06-10,71.3
2020-06-11,71.3
2020-06-12,71.3
2020-06-13,71.3
2020-06-14,71.3
2020-06-15,71.3
2020-06-16,71.3
2020-06-17,71.3
2020-06-18,71.3
2020-06-19,71.3
2020-06-20,71.3
2020-06-21,71.3
2020-06-22,68.52
2020-06-23,68.52
2020-06-24,68.52
2020-06-25,68.52
2020-06-26,68.52
2020-06-27,68.52
2020-06-28,68.52
2020-06-29,68.52
2020-06-30,68.52
2020-07-01,68.52
2020-07-02,68.52
2020-07-03,68.52
2020-07-04,68.52
2020-07-05,68.52
2020-07-06,62.96
2020-07-07,62.96
2020-07-08,62.96
2020-07-09,62.96
2020-07-10,62.96
2020-07-11,62.96
2020-07-12,62.96
2020-07-13,62.96
2020-07-14,62.96
2020-07-15,62.96
2020-07-16,62.96
2020-07-17,62.96
2020-07-18,62.96
2020-07-19,62.96
2020-07-20,62.96
2020-07-21,62.96
2020-07-22,62.96
2020-07-23,62.96
2020-07-24,62.96
2020-07-25,62.96
2020-07-26,62.96
2020-07-27,62.96
2020-07-28,62.96
2020-07-29,62.96
2020-07-30,62.96
2020-07-31,62.96
2020-08-01,62.96
2020-08-02,62.96
2020-08-03,62.96
2020-08-04,62.96
2020-08-05,62.96
2020-08-06,62.96
2020-08-07,57.41
2020-08-08,57.41
2020-08-09,57.41
2020-08-10,57.41
2020-08-11,57.41
2020-08-12,57.41
2020-08-13,57.41
2020-08-14,57.41
2020-08-15,57.41
2020-08-16,57.41
2020-08-17,57.41
2020-08-18,57.41
2020-08-19,57.41
2020-08-20,57.41
2020-08-21,57.41
2020-08-22,57.41
2020-08-23,57.41
2020-08-24,57.41
2020-08-25,57.41
2020-08-26,57.41
2020-08-27,57.41
2020-08-28,54.63
2020-08-29,54.63
2020-08-30,54.63
2020-08-31,54.63
2020-09-01,54.63
2020-09-02,54.63
2020-09-03,54.63
2020-09-04,54.63
2020-09-05,54.63
2020-09-06,54.63
2020-09-07,54.63
2020-09-08,54.63
2020-09-09,54.63
2020-09-10,54.63
2020-09-11,54.63
2020-09-12,54.63
2020-09-13,54.63
2020-09-14,54.63
2020-09-15,54.63
2020-09-16,54.63
2020-09-17,54.63
2020-09-18,54.63
2020-09-19,54.63
2020-09-20,54.63
2020-09-21,54.63
2020-09-22,54.63
2020-09-23,54.63
2020-09-24,54.63
2020-09-25,54.63
2020-09-26,54.63
2020-09-27,54.63
2020-09-28,54.63
2020-09-29,54.63
2020-09-30,54.63
2020-10-01,54.63
2020-10-02,54.63
2020-10-03,54.63
2020-10-04,54.63
2020-10-05,54.63
2020-10-06,54.63
2020-10-07,54.63
2020-10-08,54.63
2020-10-09,54.63
2020-10-10,54.63
2020-10-11,54.63
2020-10-12,54.63
2020-10-13,54.63
2020-10-14,54.63
2020-10-15,54.63
2020-10-16,54.63
2020-10-17,54.63
2020-10-18,54.63
2020-10-19,54.63
2020-10-20,54.63
2020-10-21,54.63
2020-10-22,54.63
2020-10-23,54.63
2020-10-24,54.63
2020-10-25,54.63
2020-10-26,54.63
2020-10-27,54.63
2020-10-28,54.63
2020-10-29,54.63
2020-10-30,54.63
2020-10-31,54.63
2020-11-01,50.93
2020-11-02,50.93
2020-11-03,50.93
2020-11-04,50.93
2020-11-05,50.93
2020-11-06,50.93
2020-11-07,50.93
2020-11-08,50.93
2020-11-09,50.93
2020-11-10,50.93
2020-11-11,50.93
2020-11-12,65.74
2020-11-13,65.74
2020-11-14,65.74
2020-11-15,65.74
2020-11-16,65.74
2020-11-17,65.74
2020-11-18,65.74
2020-11-19,65.74
2020-11-20,65.74
2020-11-21,65.74
2020-11-22,65.74
2020-11-23,65.74
2020-11-24,65.74
2020-11-25,65.74
2020-11-26,65.74
2020-11-27,65.74
2020-11-28,65.74
2020-11-29,65.74
2020-11-30,65.74
2020-12-01,65.74
2020-12-02,65.74
2020-12-03,65.74
2020-12-04,65.74
2020-12-05,65.74
2020-12-06,65.74
2020-12-07,65.74
2020-12-08,65.74
2020-12-09,65.74
2020-12-10,65.74
2020-12-11,65.74
2020-12-12,65.74
2020-12-13,65.74
2020-12-14,65.74
2020-12-15,65.74
2020-12-16,65.74
2020-12-17,65.74
2020-12-18,65.74
2020-12-19,65.74
2020-12-20,54.63
2020-12-21,60.19
2020-12-22,60.19
2020-12-23,60.19
2020-12-24,60.19
2020-12-25,60.19
2020-12-26,60.19
2020-12-27,60.19
2020-12-28,60.19
2020-12-29,60.19
2020-12-30,60.19
2020-12-31,60.19
2021-01-01,60.19
2021-01-02,60.19
