2020-01-30,1.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,1.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,1.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,2.0
2020-03-07,1.0
2020-03-08,4.0
2020-03-09,10.0
2020-03-10,13.0
2020-03-11,16.0
2020-03-12,3.0
2020-03-13,12.0
2020-03-14,47.0
2020-03-15,29.0
2020-03-16,2.0
2020-03-17,45.0
2020-03-18,15.0
2020-03-19,15.0
2020-03-20,13.0
2020-03-21,77.0
2020-03-22,73.0
2020-03-23,82.0
2020-03-24,90.0
2020-03-25,84.0
2020-03-26,71.0
2020-03-27,96.0
2020-03-28,272.0
2020-03-29,343.0
2020-03-30,128.0
2020-03-31,538.0
2020-04-01,227.0
2020-04-02,322.0
2020-04-03,385.0
2020-04-04,76.0
2020-04-05,152.0
2020-04-06,414.0
2020-04-07,104.0
2020-04-08,106.0
2020-04-09,206.0
2020-04-10,119.0
2020-04-11,233.0
2020-04-12,220.0
2020-04-13,284.0
2020-04-14,291.0
2020-04-15,230.0
2020-04-16,207.0
2020-04-17,218.0
2020-04-18,209.0
2020-04-19,172.0
2020-04-20,200.0
2020-04-21,140.0
2020-04-22,111.0
2020-04-23,271.0
2020-04-24,211.0
2020-04-25,102.0
2020-04-26,285.0
2020-04-27,198.0
2020-04-28,181.0
2020-04-29,254.0
2020-04-30,276.0
2020-05-01,284.0
2020-05-02,156.0
2020-05-03,295.0
2020-05-04,262.0
2020-05-05,199.0
2020-05-06,320.0
2020-05-07,339.0
2020-05-08,120.0
2020-05-09,147.0
2020-05-10,184.0
2020-05-11,292.0
2020-05-12,264.0
2020-05-13,268.0
2020-05-14,258.0
2020-05-15,215.0
2020-05-16,214.0
2020-05-17,208.0
2020-05-18,205.0
2020-05-19,224.0
2020-05-20,279.0
2020-05-21,213.0
2020-05-22,163.0
2020-05-23,180.0
2020-05-24,258.0
2020-05-25,284.0
2020-05-26,350.0
2020-05-27,380.0
2020-05-28,539.0
2020-05-29,1046.0
2020-05-30,590.0
2020-05-31,862.0
2020-06-01,552.0
2020-06-02,359.0
2020-06-03,751.0
2020-06-04,634.0
2020-06-05,244.0
2020-06-06,714.0
2020-06-07,555.0
2020-06-08,579.0
2020-06-09,518.0
2020-06-10,740.0
2020-06-11,443.0
2020-06-12,612.0
2020-06-13,605.0
2020-06-14,538.0
2020-06-15,490.0
2020-06-16,361.0
2020-06-17,457.0
2020-06-18,561.0
2020-06-19,660.0
2020-06-20,941.0
2020-06-21,652.0
2020-06-22,630.0
2020-06-23,1143.0
2020-06-24,470.0
2020-06-25,774.0
2020-06-26,1004.0
2020-06-27,730.0
2020-06-28,652.0
2020-06-29,983.0
2020-06-30,1076.0
2020-07-01,997.0
2020-07-02,294.0
2020-07-03,1531.0
2020-07-04,1494.0
2020-07-05,2424.0
2020-07-06,2079.0
2020-07-07,1540.0
2020-07-08,2486.0
2020-07-09,1395.0
2020-07-10,1160.0
2020-07-11,1308.0
2020-07-12,2037.0
2020-07-13,747.0
2020-07-14,539.0
2020-07-15,1305.0
2020-07-16,2416.0
2020-07-17,1735.0
2020-07-18,2303.0
2020-07-19,2152.0
2020-07-20,1442.0
2020-07-21,1866.0
2020-07-22,1505.0
2020-07-23,2121.0
2020-07-24,2054.0
2020-07-25,1968.0
2020-07-26,2036.0
2020-07-27,1592.0
2020-07-28,1633.0
2020-07-29,1813.0
2020-07-30,3888.0
2020-07-31,3980.0
2020-08-01,4878.0
2020-08-02,4953.0
2020-08-03,3145.0
2020-08-04,6263.0
2020-08-05,3387.0
2020-08-06,3480.0
2020-08-07,3294.0
2020-08-08,4131.0
2020-08-09,3028.0
2020-08-10,6725.0
2020-08-11,2900.0
2020-08-12,4211.0
2020-08-13,3777.0
2020-08-14,6134.0
2020-08-15,4258.0
2020-08-16,3335.0
2020-08-17,3221.0
2020-08-18,4739.0
2020-08-19,4561.0
2020-08-20,4248.0
2020-08-21,4343.0
2020-08-22,4884.0
2020-08-23,2352.0
2020-08-24,4651.0
2020-08-25,2912.0
2020-08-26,5197.0
2020-08-27,3220.0
2020-08-28,3963.0
2020-08-29,3587.0
2020-08-30,4265.0
2020-08-31,3423.0
2020-09-01,3445.0
2020-09-02,2176.0
2020-09-03,1963.0
2020-09-04,3669.0
2020-09-05,2498.0
2020-09-06,2795.0
2020-09-07,1362.0
2020-09-08,3260.0
2020-09-09,3156.0
2020-09-10,3804.0
2020-09-11,4017.0
2020-09-12,4899.0
2020-09-13,3353.0
2020-09-14,4672.0
2020-09-15,3519.0
2020-09-16,3527.0
2020-09-17,3355.0
2020-09-18,3237.0
2020-09-19,3934.0
2020-09-20,3283.0
2020-09-21,3447.0
2020-09-22,1599.0
2020-09-23,2802.0
2020-09-24,2164.0
2020-09-25,2606.0
2020-09-26,1895.0
2020-09-27,2970.0
2020-09-28,3062.0
2020-09-29,2015.0
2020-09-30,2391.0
2020-10-01,2385.0
2020-10-02,2599.0
2020-10-03,2652.0
2020-10-04,3167.0
2020-10-05,2265.0
2020-10-06,2071.0
2020-10-07,2804.0
2020-10-08,2232.0
2020-10-09,2901.0
2020-10-10,2156.0
2020-10-11,2415.0
2020-10-12,3475.0
2020-10-13,1897.0
2020-10-14,1823.0
2020-10-15,2162.0
2020-10-16,3052.0
2020-10-17,2588.0
2020-10-18,2280.0
2020-10-19,2551.0
2020-10-20,1606.0
2020-10-21,1468.0
2020-10-22,1645.0
2020-10-23,1911.0
2020-10-24,2020.0
2020-10-25,2209.0
2020-10-26,1602.0
2020-10-27,1514.0
2020-10-28,2036.0
2020-10-29,1755.0
2020-10-30,1998.0
2020-10-31,1796.0
2020-11-01,2384.0
2020-11-02,2287.0
2020-11-03,1761.0
2020-11-04,976.0
2020-11-05,1588.0
2020-11-06,2084.0
2020-11-07,2152.0
2020-11-08,2434.0
2020-11-09,2054.0
2020-11-10,1300.0
2020-11-11,1667.0
2020-11-12,1404.0
2020-11-13,1893.0
2020-11-14,1624.0
2020-11-15,1501.0
2020-11-16,1736.0
2020-11-17,1144.0
2020-11-18,1379.0
2020-11-19,1333.0
2020-11-20,1637.0
2020-11-21,1785.0
2020-11-22,1966.0
2020-11-23,1796.0
2020-11-24,1108.0
2020-11-25,1193.0
2020-11-26,1382.0
2020-11-27,1621.0
2020-11-28,1879.0
2020-11-29,2067.0
2020-11-30,1766.0
2020-12-01,1295.0
2020-12-02,1432.0
2020-12-03,1056.0
2020-12-04,932.0
2020-12-05,1724.0
2020-12-06,1765.0
2020-12-07,1565.0
2020-12-08,1386.0
2020-12-09,1379.0
2020-12-10,1376.0
2020-12-11,1499.0
2020-12-12,1292.0
2020-12-13,1069.0
2020-12-14,1333.0
2020-12-15,1106.0
2020-12-16,1149.0
2020-12-17,1459.0
2020-12-18,2115.0
2020-12-19,1482.0
2020-12-20,1745.0
2020-12-21,1716.0
2020-12-22,1310.0
2020-12-23,1189.0
2020-12-24,1720.0
2020-12-25,1877.0
2020-12-26,1404.0
2020-12-27,881.0
2020-12-28,764.0
2020-12-29,876.0
2020-12-30,1006.0
2020-12-31,1532.0
2021-01-01,1756.0
2021-01-02,1096.0
2021-01-03,891.0
2021-01-04,954.0
2021-01-05,932.0
2021-01-06,1044.0
2021-01-07,1346.0
2021-01-08,1769.0
